"title","console","genre","critic_score","total_sales","na_sales","jp_sales"
"Galidor: Defenders of the Outer Dimension","GBA","Action","5.9","0.12","0.09",""
"Call of Juarez: The Cartel","PC","Shooter","4.5","0.12","0.05",""
"College Hoops 2K6","X360","Sports","6.5","0.12","0.11",""
"Major League Baseball 2K6","PSP","Sports","7.4","0.12","0.11",""
"Disney's Extreme Skate Adventure","GC","Sports","7.4","0.12","0.09",""
"Raiden IV","X360","Shooter","7","0.12","0.1","0.01"
"Payday 2","NS","Shooter","5","0.12","0.08",""
"NBA 2K2","GC","Sports","8.8","0.12","0.09",""
"Academy of Champions: Soccer","Wii","Sports","7.1","0.12","0.09",""
"Nintendo Pocket Football Club","3DS","Sports","7","0.12","","0.12"
"Zero Escape: Zero Time Dilemma","3DS","Adventure","7.7","0.12","0.08","0.03"
"Spider-Man: Edge of Time","3DS","Adventure","5.5","0.12","0.08",""
"Cel Damage","XB","Racing","5.7","0.12","0.09",""
"MLB 14 The Show","PSV","Sports","7.1","0.12","0.09",""
"Burning Road","PS","Racing","6","0.12","0.07",""
"Jeremy McGrath Supercross World","GC","Racing","2.7","0.12","0.09",""
"Lunar: Dragon Song","DS","Role-Playing","5.9","0.12","0.11",""
"Venetica","PS3","Role-Playing","5","0.12","0.07",""
"Alice: Madness Returns","PC","Adventure","6.7","0.12","",""
"FIFA Soccer","PSP","Sports","7.8","0.12","0.11",""
"The Bible Game","GBA","Misc","3.5","0.12","0.09",""
"Bomberman Party Edition","PS","Puzzle","7.9","0.12","0.07",""
"Picross 3D Round 2","3DS","Puzzle","8.6","0.12","","0.12"
"Ice Age: Dawn of the Dinosaurs","X360","Platform","6.7","0.12","0.09",""
"Are You Smarter than a 5th Grader? Game Time","X360","Puzzle","4","0.12","0.12",""
"Go! Sudoku","PSP","Puzzle","6.8","0.12","0.11",""
"Undead Knights","PSP","Action","6.6","0.12","0.05","0.06"
"Power Gig: Rise of the SixString","X360","Misc","3","0.12","0.11",""
"Rocket League","PC","Sports","9.2","0.12","0.03",""
"Dawn of Discovery","DS","Simulation","7.9","0.11","0.07",""
"Trauma Center: Under the Knife 2","DS","Simulation","8.2","0.11","0.1",""
"Overcooked Special Edition","NS","Simulation","8.4","0.11","0.08",""
"The BIGS","PSP","Sports","7.6","0.11","0.1",""
"FIFA World Cup Germany 2006","PSP","Sports","6.5","0.11","0.1",""
"NBA 2K18","X360","Sports","7","0.11","0.09",""
"Grand Theft Auto: Mission Pack #1, London 1969","PS","Adventure","6.7","0.11","0.06",""
"Rogue Warrior","X360","Shooter","3","0.11","0.09",""
"Burnout Paradise Remastered","XOne","Racing","8","0.11","0.06",""
"BoomBots","PS","Fighting","4.5","0.11","0.06",""
"The King of Fighters XII","X360","Fighting","6.4","0.11","0.09","0.01"
"Starsky & Hutch","GC","Racing","6","0.11","0.08",""
"NASCAR '14","PS3","Racing","7","0.11","0.09",""
"Prinny: Can I Really Be the Hero?","PSP","Platform","7.2","0.11","0.04","0.05"
"Namco Museum Arcade Pac","NS","Misc","7.8","0.11","0.08",""
"Arcade Party Pak","PS","Misc","7.6","0.11","0.06",""
"Pimp My Ride","X360","Racing","3.8","0.11","0.1",""
"BlazBlue: Continuum Shift II","3DS","Fighting","6","0.11","0.05","0.04"
"Sonic Generations","PC","Platform","8.3","0.11","0.02",""
"Mortal Kombat: Deception","GC","Fighting","7.2","0.11","0.09",""
"BlazBlue: Calamity Trigger Portable","PSP","Fighting","7.9","0.11","0.07","0.03"
"Prinny 2: Dawn of Operation Panties, Dood!","PSP","Platform","6.3","0.11","0.06","0.03"
"de Blob 2","DS","Platform","7.5","0.11","0.08",""
"Ty the Tasmanian Tiger 2: Bush Rescue","XB","Platform","6.9","0.11","0.08",""
"Zubo","DS","Misc","7.5","0.11","0.08",""
"Pro Evolution Soccer 2014","PC","Sports","8.3","0.11","",""
"RiME","PS4","Adventure","7.1","0.11","0.02",""
"Death Jr.: Root of Evil","Wii","Platform","7.3","0.11","0.1",""
"Disney's Peter Pan: Return to Never Land","GBA","Platform","4","0.11","0.08",""
"Open Season","X360","Platform","5.7","0.11","0.1",""
"The King of Fighters '99","PS","Fighting","7","0.11","","0.11"
"Classic NES Series: Bomberman","GBA","Puzzle","5.4","0.11","","0.11"
"Calling","Wii","Adventure","4.8","0.11","0.06","0"
"Dead Cells","NS","Action","9.3","0.11","0.08",""
"Retro Game Challenge","DS","Action","8.1","0.11","","0.11"
"Breakout","PS","Puzzle","4.9","0.11","0.06",""
"GT Advance 2: Rally Racing","GBA","Racing","7.6","0.11","0.08",""
"18 Wheeler: American Pro Trucker","GC","Racing","5","0.11","0.09",""
"Astro Boy: The Video Game","PS2","Action","5","0.11","0.05",""
"Green Lantern: Rise of the Manhunters","DS","Action","5.5","0.11","0.07",""
"Phantom Dust","XB","Action","8.2","0.11","0.08",""
"Tom Clancy's Splinter Cell Trilogy","PS3","Action","6.5","0.11","",""
"TMNT","PSP","Action","3.6","0.11","0.1",""
"Rengoku: The Tower of Purgatory","PSP","Action","4.7","0.11","0.1",""
"Dynasty Warriors Advance","GBA","Action","5.2","0.11","0.08",""
"The Scorpion King: Rise of the Akkadian","GC","Action","5.2","0.11","0.08",""
"Deus Ex: Human Revolution","WiiU","Shooter","8.6","0.11","0.05",""
"Bionicle Heroes","GC","Shooter","5.4","0.11","0.08",""
"Dementium II","DS","Shooter","7.5","0.11","0.09",""
"BloodRayne","GC","Shooter","7.9","0.11","0.09",""
"Eragon","PSP","Action","6.2","0.11","0.1",""
"Batman & Robin","PS","Action","5.4","0.11","0.06",""
"Spyborgs","Wii","Action","6.3","0.11","0.09",""
"Night at the Museum: Battle of the Smithsonian","X360","Action","5.4","0.11","0.07",""
"Pok?mon Rumble World","3DS","Action","7","0.11","","0.09"
"Planet 51","X360","Action","5.7","0.11","0.07",""
"Army Men: RTS","PS2","Strategy","6.1","0.11","0.05",""
"Wolfenstein II: The New Colossus","NS","Shooter","8.3","0.11","0.05",""
"Bodycount","X360","Shooter","4.8","0.11","0.07",""
"Bodycount","PS3","Shooter","4.9","0.11","0.05",""
"Contra Advance: The Alien Wars EX","GBA","Shooter","6.7","0.11","0.08",""
"Star Trek: Conquest","PS2","Strategy","6.3","0.11","0.06",""
"FIFA Soccer 06","PSP","Sports","7.6","0.11","0.1",""
"Beaterator","PSP","Misc","7.9","0.11","0.07",""
"Astro Boy: The Video Game","Wii","Action","5.3","0.11","0.1",""
"Fighting Force 64","N64","Action","5.2","0.11","0.09",""
"Panzer Dragoon Saga","SAT","Role-Playing","9.1","0.11","","0.11"
"Ys VIII: Lacrimosa of Dana","NS","Role-Playing","8.5","0.11","0.03","0.03"
"Master of the Monster Lair","DS","Role-Playing","6.9","0.11","0.1",""
"Brave Story: New Traveler (US sales)","PSP","Role-Playing","7.5","0.11","0.11",""
"A Witch's Tale","DS","Role-Playing","5","0.11","0.08","0.03"
"The Alliance Alive","3DS","Role-Playing","7.3","0.11","0.04","0.06"
"Phantasy Star Collection","GBA","Role-Playing","7.9","0.11","0.08",""
"Mana Khemia: Student Alliance","PSP","Role-Playing","3.2","0.11","0.06","0.03"
"Darkspore","PC","Role-Playing","6.6","0.11","0.07",""
"Odama","GC","Misc","6.5","0.11","0.07","0.02"
"Pinball Hall of Fame: The Williams Collection","PSP","Misc","8","0.11","0.09",""
"Sakura Wars: So Long, My Love","Wii","Role-Playing","7.4","0.11","0.05",""
"Dark Souls: Remastered","XOne","Role-Playing","8","0.11","0.07",""
"Tom Clancy's EndWar","PSP","Strategy","6.7","0.11","0.1",""
"Railroad Tycoon II","PS","Strategy","6.6","0.11","0.06",""
"Rome: Total War","PC","Strategy","9","0.11","",""
"Carnage Heart","PS","Strategy","7.1","0.11","0.01","0.09"
"Ring of Red","PS2","Strategy","8","0.11","0.06",""
"Brunswick Circuit Pro Bowling 2","PS","Sports","7","0.11","0.06",""
"Cloudy With A Chance of Meatballs","Wii","Adventure","6.7","0.11","0.1",""
"Shadow of Destiny","PSP","Adventure","6.8","0.11","0.09","0"
"The Polar Express","GC","Adventure","3.3","0.11","0.08",""
"Gabrielle's Ghostly Groove 3D","3DS","Adventure","7.5","0.11","0.08",""
"Frogger: Helmet Chaos","PSP","Platform","7","0.11","0.1",""
"Sakura Wars","DC","Adventure","7.6","0.11","","0.11"
"Patapon 2","PSP","Platform","8.2","0.11","","0.06"
"Avatar: The Last Airbender","PSP","Adventure","6","0.11","0.1",""
"JU-ON: The Grudge","Wii","Adventure","4","0.1","0.07","0.01"
"Disgaea Infinite","PSP","Adventure","6.8","0.1","0.08","0.01"
"The Book of Unwritten Tales","PC","Adventure","7.9","0.1","0",""
"Miami Law","DS","Adventure","5.5","0.1","0.09",""
"Agatha Christie: The ABC Murders","DS","Adventure","6","0.1","0.08",""
"Blue Stinger","DC","Adventure","6.7","0.1","","0.1"
"The First Templar","X360","Adventure","7","0.1","0.06",""
"Cloudy With a Chance of Meatballs","PS3","Adventure","6.7","0.1","0.09",""
"Blitz: The League II","X360","Sports","6.6","0.1","0.08",""
"Guitar Hero: Van Halen","PS2","Misc","4.9","0.1","0.05",""
"Castlevania Double Pack","GBA","Platform","9","0.1","0.07",""
"Baten Kaitos Origins","GC","Role-Playing","7.5","0.1","0.06","0.02"
"Phantom Brave: The Hermuda Triangle","PSP","Role-Playing","7.2","0.1","0.06","0.03"
"Astro Boy: The Video Game","DS","Action","4.4","0.1","0.09",""
"Tom Clancy's Splinter Cell: Chaos Theory","GC","Action","7.8","0.1","0.08",""
"The Godfather: Mob Wars","PSP","Action","6.2","0.1","0.09",""
"Marvel Super Hero Squad: The Infinity Gauntlet","3DS","Action","4.8","0.1","0.07",""
"Vandal Hearts II","PS","Strategy","7.2","0.1","0.06",""
"World Series of Poker: Tournament of Champions 2007 Edition","PSP","Misc","6.4","0.1","0.1",""
"Harry Potter and the Deathly Hallows - Part 2","PC","Action","4.3","0.1","0.05",""
"X-Men: The Official Game","XB","Action","4.8","0.1","0.08",""
"Spider-Man: Web of Shadows","DS","Action","7.9","0.1","0.09",""
"Thor: God of Thunder","3DS","Action","6","0.1","0.06",""
"X-Men: Destiny","Wii","Action","3.3","0.1","0.07",""
"Yu-Gi-Oh! 5D's Wheelie Breakers","Wii","Racing","7.5","0.1","0.09",""
"NASCAR","PSP","Racing","7.2","0.1","0.09",""
"Classic NES Series: Excitebike","GBA","Racing","6.4","0.1","","0.1"
"Banjo-Pilot","GBA","Racing","6.2","0.1","0.07",""
"Ridge Racer 2","PSP","Racing","7.5","0.1","","0.07"
"The BIGS 2","PSP","Sports","6.8","0.1","0.09",""
"NBA Ballers: Rebound","PSP","Sports","7.3","0.1","0.09",""
"Hunter: The Reckoning","GC","Action","7.1","0.1","0.08",""
"The Lord of the Rings: Conquest","DS","Action","5.9","0.1","0.09",""
"Tom Clancy's Splinter Cell: Conviction","PC","Action","8","0.1","",""
"The Elder Scrolls Online: Summerset","PS4","MMO","7.5","0.1","0.08",""
"NHL 2K6","X360","Sports","7.3","0.1","0.09",""
"College Hoops 2K6","XB","Sports","8.3","0.1","0.07",""
"Puzzle Chronicles","PSP","Puzzle","6.5","0.1","0.08",""
"Harvest Moon: Frantic Farming","DS","Puzzle","7","0.1","0.08",""
"Gretzky NHL","PSP","Sports","6","0.1","0.1",""
"Ice Age 2: The Meltdown","XB","Platform","6.8","0.1","0.07",""
"Shantae and the Pirate's Curse","3DS","Platform","7.7","0.1","0.05","0.04"
"Cubic Ninja","3DS","Platform","5.5","0.1","0.05",""
"Lode Runner 3-D","N64","Action","7","0.1","0.08",""
"Marvel vs. Capcom: Clash of Super Heroes","DC","Fighting","8.5","0.1","","0.1"
"Disney's The Jungle Book","GBA","Platform","5","0.1","0.07",""
"Over the Hedge","XB","Platform","6.6","0.1","0.07",""
"Universal Studios Theme Parks Adventure","GC","Misc","5.1","0.1","0.08",""
"Surf's Up","X360","Sports","6.2","0.1","0.09",""
"Cartoon Network: Punch Time Explosion","3DS","Fighting","5.6","0.1","0.07",""
"Dead or Alive 5 Plus","PSV","Fighting","8","0.1","","0.03"
"Dead or Alive 5 Last Round","XOne","Fighting","7.5","0.1","0.05","0.01"
"Dragon Ball: Evolution","PSP","Fighting","3.4","0.1","0.09",""
"The King of Fighters: Dream Match 1999","DC","Fighting","7.2","0.1","","0.1"
"Heatseeker","Wii","Simulation","5.5","0.1","0.08",""
"Steel Battalion","XB","Simulation","7.7","0.1","0.05","0.02"
"Disney's Chicken Little: Ace In Action","Wii","Shooter","7.6","0.1","0.09",""
"Darkest of Days","X360","Shooter","4.6","0.1","0.09",""
"MindJack","X360","Shooter","4.5","0.1","0.07",""
"Ballistic: Ecks vs. Sever","GBA","Shooter","7.3","0.1","0.07",""
"Blast Works: Build, Trade, Destroy","Wii","Shooter","8.2","0.1","0.09",""
"Bullet Witch","X360","Shooter","6.6","0.1","0.07","0.02"
"Stardew Valley","PS4","Simulation","8.8","0.1","0.04",""
"Beach Spikers: Virtua Beach Volleyball","GC","Sports","7.1","0.1","0.08",""
"Blue Dragon: Awakened Shadow","DS","Role-Playing","5.7","0.1","0.06","0.03"
"Shadow Tower","PS","Role-Playing","5.7","0.1","0.01","0.07"
"The Legend of Heroes: Trails in the Sky","PSP","Role-Playing","8.1","0.1","0.06","0.03"
"Ar tonelico: Melody of Elemia","PS2","Role-Playing","7","0.1","","0.1"
"Aidyn Chronicles: The First Mage","N64","Role-Playing","6","0.1","0.08",""
"Riviera: The Promised Land","GBA","Role-Playing","8.7","0.1","0.07",""
"Opoona","Wii","Role-Playing","6.4","0.1","0.08","0.01"
"Dungeons & Dragons Tactics","PSP","Strategy","5.2","0.1","0.09",""
"Record of Agarest War Zero","X360","Strategy","6.5","0.1","0.09",""
"Warhammer 40,000: Dawn of War II - Chaos Rising","PC","Strategy","8.6","0.1","0.08",""
"Vexx","XB","Platform","6.8","0.1","0.08",""
"Attack on Titan 2","XOne","Action","7","0.09","0.08",""
"Mystic Heroes","GC","Action","6.8","0.09","0.03","0.04"
"Ty the Tasmanian Tiger 3: Night of the Quinkan","GC","Action","6.2","0.09","0.07",""
"LEGO Star Wars II: The Original Trilogy","GBA","Action","6","0.09","0.06",""
"Obscure: The Aftermath","PSP","Adventure","6.5","0.09","0.05",""
"Rock Band 3","DS","Misc","8.5","0.09","0.07",""
"Cloudy With a Chance of Meatballs","X360","Adventure","6.7","0.09","0.07",""
"Data East Arcade Classics","Wii","Misc","5","0.09","0.08",""
"LEGO Batman: The Videogame","PC","Adventure","7.4","0.09","0.04",""
"Space Invaders Extreme","PSP","Shooter","8.2","0.09","0.06","0.01"
"Alien Hominid","GC","Shooter","8.3","0.09","0.07",""
"Halo 2","PC","Shooter","6.9","0.09","0.01",""
"Ikaruga","GC","Shooter","8","0.09","0.07",""
"F.E.A.R. 2: Project Origin","PC","Shooter","8.2","0.09","0.04",""
"I-Ninja","GC","Platform","7.2","0.09","0.07",""
"Ultimate Mortal Kombat","DS","Fighting","7.3","0.09","0.07",""
"Rocky","GC","Fighting","7","0.09","0.07",""
"Brain Age: Concentration Training","3DS","Education","7.5","0.09","0.08",""
"Psychonauts","PS2","Platform","8.6","0.09","0.05",""
"Battle Fantasia","X360","Fighting","7","0.09","0.07","0.01"
"Astro Boy: Omega Factor","GBA","Action","8.8","0.09","0.06",""
"Batman Beyond: Return of the Joker","N64","Action","2","0.09","0.07",""
"Jimmie Johnson's Anything With an Engine","X360","Racing","7.3","0.09","0.08",""
"ChuChu Rocket!","GBA","Puzzle","8.1","0.09","0.06",""
"Import Tuner Challenge (American sales)","X360","Racing","6.4","0.09","0.07",""
"Driver: Renegade","3DS","Racing","3.5","0.09","0.05",""
"GripShift","PSP","Racing","7.1","0.09","0.08",""
"echochrome","PSP","Puzzle","7.6","0.09","","0.08"
"Bomberman Max 2: Blue Advance","GBA","Puzzle","7.3","0.09","0.07",""
"Mahjong Cub3D","3DS","Puzzle","6.9","0.09","0.07","0.02"
"Puchi Puchi Virus","DS","Puzzle","7.4","0.09","0.08",""
"Ninja Gaiden Black","XB","Action","9.5","0.09","0.07",""
"Bladestorm: The Hundred Years' War","X360","Action","6.9","0.09","0.08",""
"Altered Beast: Guardian of the Realms","GBA","Action","6.5","0.09","0.07",""
"Green Lantern: Rise of the Manhunters","Wii","Action","5.5","0.09","0.05",""
"Harvest Moon: Boy & Girl","PSP","Simulation","6.1","0.09","0.08",""
"Major League Baseball 2K7","PSP","Sports","6.3","0.09","0.08",""
"Pro Evolution Soccer 2012","PC","Sports","7","0.09","",""
"Major League Baseball 2K9","PSP","Sports","6","0.09","0.08","0"
"NBA 2K18","PS3","Sports","7","0.09","0.06","0.01"
"The Incredibles: Rise of the Underminer","XB","Action","6.5","0.09","0.06",""
"Captain America: Super Soldier","3DS","Action","5","0.09","0.05",""
"Destroy All Humans! Path of the Furon","PS3","Action","5","0.09","",""
"Hearts of Iron III","PC","Strategy","7.9","0.09","0.04",""
"Def Jam Fight For NY: The Takeover","PSP","Action","8","0.09","0.08",""
"Killer7","PS2","Action","6.5","0.09","0.04","0"
"50 Cent: Bulletproof","PSP","Action","5.5","0.09","0.08",""
"Shin Megami Tensei: Devil Summoner - Raidou Kuzunoha vs the Soulless Army","PS2","Role-Playing","7.4","0.09","","0.09"
"Damnation","PS3","Shooter","3.6","0.09","0.07",""
"ShellShock 2: Blood Trails","X360","Shooter","3.2","0.09","0.05",""
"F.E.A.R. Files","X360","Shooter","6.9","0.09","0.07",""
"Codename Tenka","PS","Shooter","7","0.09","0.05",""
"The Amazing Spider-Man (2012)","WiiU","Action-Adventure","6","0.09","0.05",""
"Dungeons","PC","Strategy","6.5","0.09","0.07",""
"Supreme Commander","X360","Strategy","5.7","0.09","0.07",""
"Theme Hospital","PS","Strategy","7.2","0.09","0.03","0.03"
"MetropolisMania","PS2","Strategy","6.8","0.09","0.04",""
"Wild ARMs: Alter Code F","PS2","Role-Playing","7.2","0.09","0.05",""
"Skies of Arcadia","DC","Role-Playing","9.2","0.09","","0.09"
"Last Rebellion","PS3","Role-Playing","4.8","0.09","0.06","0.01"
"Dark Angel: Vampire Apocalypse","PS2","Role-Playing","4.6","0.09","0.04",""
"Knights in the Nightmare","PSP","Role-Playing","8","0.09","0.06","0.02"
"Ys I & II Chronicles","PSP","Role-Playing","6.4","0.09","0.05","0.03"
"Spectral Force 3","X360","Role-Playing","5.9","0.09","0.08",""
"Digimon World 4","GC","Role-Playing","5.2","0.09","0.07",""
"Arcania: Gothic 4","X360","Role-Playing","6.2","0.09","0.04","0.01"
"Zoids Assault","X360","Strategy","5.2","0.09","0.08",""
"Henry Hatsworth in the Puzzling Adventure","DS","Puzzle","9.1","0.09","0.08",""
"The Legend of Heroes: A Tear of Vermillion","PSP","Role-Playing","6.9","0.09","0.08",""
"Harvest Moon: Skytree Village","3DS","Simulation","5","0.09","0.06",""
"BIT.TRIP COMPLETE","Wii","Misc","8.1","0.09","0.06",""
"Supremacy MMA","X360","Fighting","5","0.08","0.05",""
"The King of Fighters EX2: Howling Blood","GBA","Fighting","7.9","0.08","0.06",""
"Gundam Seed: Battle Assault","GBA","Fighting","6.5","0.08","0.06",""
"Armorines: Project S.W.A.R.M.","PS","Shooter","3.2","0.08","0.05",""
"Nano Assault","3DS","Shooter","6","0.08","0.08",""
"ARK: Survival Evolved","NS","Action-Adventure","4","0.08","0.07",""
"Darksiders II: Deathinitive Edition","XOne","Action-Adventure","7.5","0.08","0.05",""
"Carol Vorderman's Sudoku","PSP","Puzzle","7.4","0.08","0.06",""
"Warhammer 40,000: Dawn of War II - Retribution","PC","Strategy","7.9","0.08","",""
"Evolution Worlds","GC","Role-Playing","6.5","0.08","0.06",""
"A-Train","PS","Strategy","6","0.08","0.02","0.04"
"7 Wonders of the Ancient World","PSP","Puzzle","5.4","0.08","0.07",""
"Soul Bubbles","DS","Puzzle","7","0.08","0.05",""
"Bomberman Jetters","GC","Puzzle","7.2","0.08","0.06",""
"TimeSplitters: Future Perfect","GC","Shooter","8.4","0.08","0.06",""
"America's Army: True Soldiers","X360","Shooter","4.5","0.08","0.08",""
"Earth Defense Force 2017","X360","Shooter","7.4","0.08","0.04","0.03"
"GoldenEye 007","DS","Shooter","5.5","0.08","0.08",""
"Infernal: Hell's Vengeance","X360","Shooter","4.4","0.08","0.06",""
"Gradius Galaxies","GBA","Shooter","7.8","0.08","0.06",""
"Conflict: Desert Storm","GC","Shooter","6.3","0.08","0.06",""
"P.N.03 - Product Number Three","GC","Shooter","6.3","0.08","0.06",""
"Bangai-O Spirits","DS","Shooter","8.4","0.08","0.07",""
"Tom Clancy's Splinter Cell: Pandora Tomorrow","GC","Action","6.7","0.08","0.06",""
"Knights Contract","X360","Action","5","0.08","0.05",""
"Knights in the Nightmare","DS","Role-Playing","7.5","0.08","0.06","0.02"
"Ephemeral Fantasia","PS2","Role-Playing","5.7","0.08","0.04",""
"Koudelka","PS","Role-Playing","6.5","0.08","0.05",""
"Ogre Battle Series: Tactics Ogre","PS","Role-Playing","7.9","0.08","0.04",""
"Shining Force: Resurrection of the Dark Dragon","GBA","Role-Playing","7.8","0.08","0.06",""
"Shin Megami Tensei: Digital Devil Saga 2","PS2","Role-Playing","8.1","0.08","0.04",""
"Resident Evil 3: Nemesis","GC","Action","5.7","0.08","0.06",""
"Batman: Dark Tomorrow","GC","Action","2.3","0.08","0.06",""
"Tomb Raider: Legend","GC","Action","7.9","0.08","0.06",""
"Fatal Frame III: The Tormented","PS2","Action","7.7","0.08","0.04",""
"Zero: Tsukihami no Kamen","Wii","Action","7.5","0.08","","0.08"
"C.O.P.: The Recruit","DS","Action","5.7","0.08","0.05",""
"Tony Hawk's Pro Skater 3","N64","Sports","8.1","0.08","0.06",""
"Boxing Fever","GBA","Sports","7.2","0.08","0.06",""
"New International Track & Field","DS","Sports","7.4","0.08","0.07","0"
"Stella Deus: The Gate of Eternity","PS2","Strategy","7.3","0.08","0.04",""
"Madden NFL 08","GC","Sports","7.6","0.08","0.06",""
"NHL 2K7","X360","Sports","8","0.08","0.07",""
"FIFA Soccer 2005","GBA","Sports","8.1","0.08","0.06",""
"FIFA 18","PC","Sports","8","0.08","",""
"Knights Contract","PS3","Action","5.8","0.08","0.04",""
"Blazing Angels: Squadrons of WWII","XB","Simulation","7","0.08","0.06",""
"Alien Syndrome","PSP","Role-Playing","4.9","0.08","0.07",""
"Phantasy Star Online Episode III: C.A.R.D. Revolution","GC","Role-Playing","7.4","0.08","0.06",""
"NBA 10 The Inside","PSP","Sports","6.5","0.08","0.07",""
"Baroque","Wii","Role-Playing","5.2","0.08","0.07","0"
"TrackMania DS","DS","Racing","7.5","0.08","0.06",""
"GT Advance 3: Pro Concept Racing","GBA","Racing","7.7","0.08","0.05",""
"R: Racing Evolution","GC","Racing","6.1","0.08","0.06",""
"Wetrix","N64","Puzzle","8.6","0.08","0.06",""
"Iggy's Reckin' Balls","N64","Racing","6.8","0.08","0.06",""
"Air Conflicts: Secret Wars","X360","Simulation","6","0.08","0.06",""
"Tomb Raider: Underworld","PC","Adventure","8","0.08","",""
"Mario vs. Donkey Kong: Tipping Stars","3DS","Puzzle","6.5","0.08","","0.08"
"Cloudy With a Chance of Meatballs","PSP","Adventure","6","0.08","0.07",""
"Gray Matter","PC","Adventure","7.3","0.08","0.02",""
"Elebits: The Adventures of Kai and Zero","DS","Adventure","7.5","0.08","0.07","0"
"Godzilla Generations","DC","Action","3.2","0.08","","0.08"
"Hammerin' Hero","PSP","Action","7","0.08","0.07",""
"Samurai Warriors 2","X360","Action","5.4","0.08","0.07",""
"Urban Reign","PS2","Action","7.5","0.08","0.04",""
"Exit","PSP","Puzzle","7.9","0.08","0.07",""
"Frantix","PSP","Puzzle","5.4","0.08","0.08",""
"Ice Age 2: The Meltdown","Wii","Platform","6.5","0.08","0.06",""
"Taz Wanted","GC","Platform","5.7","0.08","0.06",""
"Ultimate Ghosts 'n Goblins","PSP","Platform","7.3","0.08","0.07",""
"Super Street Fighter IV: Arcade Edition","PC","Fighting","8.5","0.08","0.04",""
"Line Rider 2: Unbound","DS","Puzzle","5","0.08","0.07",""
"Crush","PSP","Puzzle","8.5","0.08","0.07",""
"Ultimate Fighting Championship: Throwdown","GC","Fighting","6.7","0.08","0.06",""
"Samurai Shodown Sen","X360","Fighting","4.8","0.08","0.07",""
"Shonen Jump's One Piece: Pirates Carnival","GC","Misc","4.6","0.08","0.06",""
"Superman Returns","DS","Action","3.8","0.07","0.07",""
"Far Cry 5","PC","Action","6.3","0.07","",""
"The King of Fighters: Evolution","DC","Fighting","7.6","0.07","","0.07"
"Kengo: Legend of The 9","X360","Fighting","4.8","0.07","0.06",""
"TMNT: Mutant Melee","GC","Fighting","4.2","0.07","0.06",""
"Xbox Live Arcade Unplugged Volume 1","X360","Misc","7.4","0.07","0.05",""
"Tank! Tank! Tank!","WiiU","Misc","4.7","0.07","0.02","0.05"
"You Don't Know Jack","DS","Misc","6","0.07","0.07",""
"Disaster: Day of Crisis","Wii","Action","6.4","0.07","","0.04"
"Blast Radius","PS","Action","6.6","0.07","0.04",""
"Centipede / Breakout / Warlords","GBA","Misc","5.6","0.07","0.05",""
"Disney's Party","GBA","Misc","4","0.07","0.05",""
"Haunting Ground","PS2","Action","6.6","0.07","0.03",""
"Ride 3","PS4","Racing","7.3","0.07","0.03",""
"Smashing Drive","GC","Racing","4.7","0.07","0.06",""
"WRC 2: FIA World Rally Championship","X360","Racing","5.8","0.07","",""
"Need for Speed: Most Wanted (2012)","PC","Racing","8.5","0.07","",""
"Crazy Taxi 2","DC","Racing","8.3","0.07","","0.07"
"WipEout HD Fury","PS3","Racing","9.1","0.07","",""
"Gunstar Super Heroes","GBA","Shooter","8","0.07","0.05",""
"C: The Contra Adventure","PS","Shooter","4.2","0.07","0.04",""
"Aero Gauge","N64","Racing","4.5","0.07","0.06",""
"Circuit Breakers","PS","Racing","5.9","0.07","0.04",""
"Burnout Paradise: The Ultimate Box","PS3","Racing","9","0.07","","0.01"
"Rayman Arena","XB","Racing","5","0.07","0.05",""
"Dream Trigger 3D","3DS","Shooter","5.7","0.07","0.04",""
"Tom Clancy's Ghost Recon 2","GC","Shooter","5.7","0.07","0.06",""
"Operation Flashpoint: Dragon Rising","PC","Shooter","7.6","0.07","0.03",""
"Damnation","X360","Shooter","3.1","0.07","0.06",""
"Operation Flashpoint: Red River","PC","Shooter","7","0.07","0.01",""
"Spartan: Total Warrior","GC","Action","7.1","0.07","0.05",""
"Bionicle Heroes","X360","Shooter","6.1","0.07","0.05",""
"Football Manager 2010","PC","Sports","8.7","0.07","",""
"All-Star Baseball 2004","GBA","Sports","7.4","0.07","0.05",""
"Alexi Lalas International Soccer","PS","Sports","4.4","0.07","0.04",""
"Firefighter F.D.18","PS2","Action","5.9","0.07","0.03",""
"Zombi","PS4","Action","7.5","0.07","","0.01"
"Frogger Advance: The Great Quest","GBA","Action","5.5","0.07","0.05",""
"Catwoman","GC","Action","5.3","0.07","0.05",""
"Rogue Trooper: Quartz Zone Massacre","Wii","Shooter","8","0.07","0.06",""
"Rayman 3: Hoodlum Havoc","XB","Platform","7.3","0.07","0.06",""
"Taz Wanted","XB","Platform","5.8","0.07","0.05",""
"Open Season","PSP","Platform","6.7","0.07","0.07",""
"I-Ninja","XB","Platform","7.8","0.07","0.05",""
"Spot Goes to Hollywood","PS","Platform","4.4","0.07","0.04",""
"Anubis II","Wii","Platform","1.5","0.07","0.06",""
"Dino Master: Dig Discover Duel","DS","Strategy","2.5","0.07","0.06",""
"Disney Sports Skateboarding","GBA","Sports","3.6","0.07","0.05",""
"Culdcept Revolt","3DS","Strategy","7.3","0.07","","0.07"
"Gladius","GC","Strategy","8.3","0.07","0.06",""
"Poi","NS","Platform","5","0.07","0.05",""
